                source_id|          ra|         dec|phot_g_mean_mag|parallax|     pmra|    pmdec|delta_mu|delta_mu_un|pm_error|      F|   F_un|
      1188693088920139136|224.11183882| 17.92127785|         16.053|    53.6| -850.262|  495.669|     7.0|       15.3|    14.2|    0.5|    1.1|
       671143035762692352|115.27734903| 17.64357223|         16.069|    53.6| -201.403| -499.207|     4.7|        2.7|     6.1|    0.8|    0.4|
      3301319572621418368| 60.10955103|  8.23350576|         15.696|    53.8| -362.651| -394.331|     4.7|        6.1|     6.9|    0.7|    0.9|
      3865934633321490048|163.94577942|  8.14464500|         17.069|    53.9| -329.409| -138.187|     9.1|       11.0|    10.8|    0.8|    1.0|
      1530331933155079808|193.62965479| 44.99190694|         14.158|    53.9| -651.892| -269.168|     4.1|        4.8|     7.3|    0.6|    0.7|
      1047188004010109440|155.69404379| 58.42600122|         18.290|    54.0| -810.148| -736.825|     2.5|        4.3|     6.8|    0.4|    0.6|
      1649407285800074240|254.51398746| 70.44907156|         18.115|    54.1| -139.861| -314.854|     5.7|       10.8|     6.6|    0.9|    1.6|
      4213581106021661184|292.77003917| -3.10289714|         14.653|    54.5|  198.139|  480.165|     3.6|        2.9|     5.7|    0.6|    0.5|
       495091536024630656| 61.48760165| 71.27553441|         14.639|    54.6|  166.660| -378.685|    20.1|       15.3|     6.4|    3.1|    2.4|
       641821259671808896|149.11007979| 22.64914689|         12.704|    54.6| -465.314| -258.893|     5.4|        7.8|     6.7|    0.8|    1.2|
       495091536028866560| 61.48838908| 71.27565345|         14.215|    54.6|  172.952| -370.367|    10.6|        7.0|     6.4|    1.7|    1.1|
       656328319169788032|125.48480046| 17.81622974|         14.089|    54.7| -520.913|  146.698|     6.9|       10.2|     5.7|    1.2|    1.8|
      5764485618978306176|134.80451030| -0.97910400|         16.103|    54.8|  156.636| -119.589|     5.6|        5.9|     7.3|    0.8|    0.8|
      3593710810008880768|173.78192862| -5.66062153|         13.342|    54.8|  300.582| -948.163|     9.5|       15.1|    10.5|    0.9|    1.4|
      4489306942580947584|265.47516203|  9.68049988|         15.932|    54.8| -340.278| -259.791|     4.4|        7.4|     6.8|    0.7|    1.1|
      2098118397710725248|281.32982006| 38.89174560|         16.512|    54.9|  201.007|  353.942|     7.2|        6.0|     6.5|    1.1|    0.9|
      1228555023991501184|215.93391289| 14.44520579|         14.996|    55.0|  358.369| -544.221|    36.0|       41.0|     9.8|    3.7|    4.2|
      3606183188877989376|207.02716941|-13.74439102|         13.513|    55.0| -687.920| -513.014|    11.7|        7.2|     7.9|    1.5|    0.9|
      2125777643503392640|291.82577650| 42.53079017|         13.513|    55.1|  410.333| -165.382|     1.6|        4.7|     5.5|    0.3|    0.9|
       628865130046268672|153.72046302| 21.39513525|         12.865|    55.2| -183.972| -222.352|     8.9|        9.7|     6.3|    1.4|    1.5|
      1798588409277193984|321.74049056| 25.51561526|         17.002|    55.3| -120.871| -650.356|     2.5|        0.4|     5.9|    0.4|    0.1|
       646255246469567232|143.20029277| 26.99440409|         13.842|    55.3| -143.815| -245.092|     7.5|        9.9|    11.7|    0.6|    0.8|
       615779464207025152|150.67757989| 14.98589681|         12.760|    56.0|  157.021| -235.646|    11.4|       13.7|     8.7|    1.3|    1.6|
        16386404041502592| 52.14680669| 11.49883135|         16.867|    56.1|  542.174|  256.931|     6.9|       14.9|    12.6|    0.5|    1.2|
      3927886100593557888|193.71037814| 11.98561599|         13.898|    56.1| -274.458| -393.340|    13.4|        7.2|    10.6|    1.3|    0.7|
      4438043930922131072|243.92753357|  5.77733724|         17.578|    56.2|  141.792| -103.099|     3.5|        3.7|     9.1|    0.4|    0.4|
      2045458628362127360|294.68299627| 33.19441314|         12.571|    56.2|  142.469|  261.011|     4.2|        5.0|     5.6|    0.8|    0.9|
